-4.089400181852955729e-01,1.009839268321243155e+00
-4.417638102277112178e-01,9.295723788809915344e-01
-3.652675116483107276e-01,9.736523815130970760e-01
-3.430233598678528728e-01,8.418168149692577540e-01
-2.914708931019171501e-01,8.627351059576908732e-01
-1.862899663613852841e-01,8.243799177995441152e-01
-1.890464828288609400e-01,8.364963404106402489e-01
-1.377874233459309150e-01,7.447847449414924936e-01
-1.290626104790850992e-01,7.679118598398760875e-01
-3.757486250859153054e-02,7.533744032056427509e-01
-5.667674629885740938e-03,7.403905584103298576e-01
5.975384471664557662e-02,8.233399096711503384e-01
7.879925728600131740e-02,7.572775010054904055e-01
-4.432045282621044358e-02,7.397322061482082267e-01
4.556466037020412418e-02,7.708719011641762542e-01
2.636384599585189226e-01,6.288744344047330070e-01
2.005908440195805220e-01,6.219407743038868341e-01
2.339659360015004519e-01,5.874536028904427942e-01
2.043643530417136867e-01,6.150237144063033234e-01
2.791261208477741618e-01,5.283820914041755801e-01
